NOR;CPP;DEF;DUD;PER;MAXIMO_DIAS_ATRASO_DDIRECTASBS.1;MAXIMO_DIAS_ATRASO_DDIRECTASBS.2;MAXIMO_DIAS_ATRASO_DDIRECTASBS.3;Documentos Impagos;Dias de atraso de PAGO;al_menos_uno_de_los_solicitantes_vive_en_la_garantia_;motivo_principal_del_prestamo;sector_detalle;sector;Distrito de Garantia
100;0;0;0;0;0;0;0;17854.62;;VERDADERO;Construir o remodelar;otros servicios: servicio de transporte urbano de pasajeros;no dependiente;callao
37.69;62.31;0;0;0;11;0;0;0;;VERDADERO;Construir o remodelar;comerciante: bodega;no dependiente;santa anita
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;comerciante: venta de articulos de libreria;no dependiente;callao
100;0;0;0;0;0;0;0;2953.23;;FALSO;Compra de deuda;comerciante: venta de abarrotes;no dependiente;carabayllo
100;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;otros servicios: imprenta;no dependiente;callao
100;0;0;0;0;0;0;0;0;22;FALSO;Capital de trabajo;otros servicios: telecomunicaciones;no dependiente;san martin de porres
0;0;0;0;100;0;0;0;971.43;1;VERDADERO;Compra de deuda;otros servicios: otros;no dependiente;los olivos
100;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;otros servicios: otros;no dependiente;santiago de surco
100;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;;dependiente;miraflores
100;0;0;0;0;0;0;0;178.59;5;VERDADERO;Compra de deuda;comerciante: bodega;no dependiente;san juan de lurigancho
0;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;otros servicios: otros;no dependiente;san miguel
100;0;0;0;0;0;87;56;193.16;;FALSO;Capital de trabajo;comerciante: venta de alimentos mayorista;no dependiente;san luis
100;0;0;0;0;0;0;0;143;;FALSO;Capital de trabajo;comerciante: venta de frutas y verduras;no dependiente;los olivos
0;0;0;0;0;0;0;0;550.18;;VERDADERO;Construir o remodelar;otros servicios: consultoria empresarial;no dependiente;villa maria del triunfo
0;0;0;0;0;0;0;0;805.69;;VERDADERO;Construir o remodelar;;dependiente;villa el salvador
0;0;0;0;100;0;0;0;0;21;VERDADERO;Capital de trabajo;otros servicios: servicio tecnico industrial;no dependiente;los olivos
100;0;0;0;0;0;0;0;0;55;VERDADERO;Compra de deuda;;dependiente;santiago de surco
8.04;7.69;84.28;0;0;56;26;0;0;;VERDADERO;Compra de deuda;otros servicios: servicio de catering;no dependiente;los olivos
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;;dependiente;callao
100;0;0;0;0;0;0;0;10767.1;;FALSO;Capital de trabajo;comerciante: venta de vehiculos;no dependiente;lurin
100;0;0;0;0;0;0;0;171.95;28;VERDADERO;Compra de deuda;;dependiente;san martin de porres
0;0;0;100;0;70;41;12;74.8;;FALSO;Construir o remodelar;manufactura: elaborados de metal maquinaria equipo aparatos electricos vehiculos;no dependiente;comas
0;0;0;0;100;0;0;0;2755.93;;VERDADERO;Capital de trabajo;otros servicios: servicio de transporte privado/taxi/remisse o mototaxi;no dependiente;santa anita
0;0;0;0;0;0;0;0;0;;VERDADERO;Otros motivos personales;;dependiente;cercado de lima
100;0;0;0;0;0;0;0;115.47;;VERDADERO;Compra de deuda;otros servicios: servicio de transporte privado/taxi/remisse o mototaxi;no dependiente;callao
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;comerciante: venta de articulos de belleza;no dependiente;paucarpata
100;0;0;0;0;0;0;0;32;1;VERDADERO;Construir o remodelar;;dependiente;san miguel
100;0;0;0;0;0;0;0;0;;VERDADERO;Lanzar nuevo negocio;;dependiente;villa el salvador
100;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;otros servicios: servicio de alojamiento hoteles;no dependiente;lince
0;0;63.47;36.53;0;102;76;73;0;;VERDADERO;Compra de deuda;comerciante: venta de ropa cuero y calzado;no dependiente;santiago de surco
45.2;52;2.81;0;0;46;16;0;67.22;;FALSO;Capital de trabajo;comerciante: otros;no dependiente;pueblo libre
100;0;0;0;0;0;0;0;440.69;;VERDADERO;Construir o remodelar;otros servicios: arrendamiento;;chorrillos
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;;dependiente;villa el salvador
4.84;95.16;0;0;0;9;0;0;0;;VERDADERO;Compra de deuda;comerciante: otros;no dependiente;san juan de lurigancho
31.86;0;0;68.14;0;90;60;29;0;;FALSO;Compra de deuda;manufactura: textil cuero y calzado;no dependiente;chorrillos
62.52;37.48;0;0;0;9;0;0;0;;VERDADERO;Capital de trabajo;otros servicios: otros;no dependiente;la molina
7.58;0;73.05;19.37;0;74;44;12;62.75;;VERDADERO;Construir o remodelar local comercial para uso propio;otros servicios: restaurante/fuente de soda;no dependiente;san martin de porres
97.69;2.31;0;0;0;25;27;0;0;2;VERDADERO;Construir o remodelar;otros servicios: otros;no dependiente;ventanilla
100;0;0;0;0;0;0;0;0;;FALSO;Construir o remodelar;otros servicios: otros;no dependiente;barranco
100;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;comerciante: otros;no dependiente;san luis
100;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;otros servicios: otros;no dependiente;santiago de surco
46.43;0;53.57;0;0;31;1;0;0;;VERDADERO;Capital de trabajo;comerciante: venta de alimentos minorista;no dependiente;trujillo
0;0;0;0;100;0;0;0;3234.21;11;VERDADERO;Capital de trabajo;comerciante: venta de madera/metal/plastico;no dependiente;villa el salvador
100;0;0;0;0;0;0;0;158.74;;VERDADERO;Capital de trabajo;comerciante: venta de articulos de ferreteria;no dependiente;los olivos
0;0;0;0;100;0;0;132;0;;VERDADERO;Compra de deuda;;dependiente;san isidro
100;0;0;0;0;0;0;0;0;1;FALSO;Compra de deuda;otros servicios: otros;no dependiente;carabayllo
0;0;0;0;0;0;0;0;0;2;VERDADERO;Construir o remodelar;otros servicios: otros;no dependiente;carabayllo
28.22;71.78;0;0;0;0;0;9;0;;FALSO;Capital de trabajo;comerciante: venta de alimentos mayorista;no dependiente;ate
0;0;0;0;0;0;0;0;22339.97;;VERDADERO;Construir o remodelar;otros servicios: arrendamiento;;la victoria
96.33;3.67;0;0;0;10;11;0;0;;VERDADERO;Capital de trabajo;otros servicios: otros;no dependiente;los olivos
0;0;0;40.15;59.85;102;240;209;189.5;;VERDADERO;Construir o remodelar;otros servicios: arrendamiento;;trujillo
100;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar local comercial para uso propio;;dependiente;la molina
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;otros servicios: consultoria empresarial;no dependiente;pueblo libre
0;0;0;0;100;0;0;0;1633.23;;VERDADERO;Construir o remodelar;;dependiente;comas
100;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;;dependiente;villa el salvador
92.17;0;7.83;0;0;36;6;0;0;;VERDADERO;Capital de trabajo;comerciante: venta de bebidas alcoholicas;no dependiente;san martin de porres
98.68;1.32;0;0;0;20;1;0;0;;VERDADERO;Construir o remodelar local comercial para uso propio;otros servicios: salud y estetica;no dependiente;trujillo
0;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;comerciante: venta de alimentos mayorista;no dependiente;la esperanza
92.17;0;7.83;0;0;36;6;0;0;;VERDADERO;Capital de trabajo;comerciante: venta de bebidas alcoholicas;no dependiente;san martin de porres
0;0;0;0;100;0;0;0;0;1;FALSO;Lanzar nuevo negocio;;dependiente;san miguel
0;0;0;0;100;0;0;0;292.99;;VERDADERO;Compra de deuda;otros servicios: servicios de educacion y capacitacion;no dependiente;jesus maria
100;0;0;0;0;0;0;0;0;0;VERDADERO;Compra de deuda;otros servicios: otros;no dependiente;miraflores
0;0;0;0;0;0;0;0;256.07;;VERDADERO;Capital de trabajo;otros servicios: telecomunicaciones;no dependiente;miraflores
100;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;otros servicios: arrendamiento;;santiago de surco
100;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;comerciante: venta de madera/metal/plastico;no dependiente;cerro colorado
0;0;0;23.12;76.88;804;774;743;313.01;;VERDADERO;Compra de deuda;comerciante: otros;no dependiente;cayma
0;0;0;0;0;0;0;0;1254.69;42;VERDADERO;Capital de trabajo;comerciante: venta de ropa cuero y calzado;no dependiente;la perla
98.93;0;0;1.07;0;115;85;53;5008.65;;FALSO;Construir o remodelar;otros servicios: arrendamiento;;miraflores
100;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;comerciante: venta de articulos de ferreteria;no dependiente;san martin de porres
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;construccion: otros;no dependiente;pueblo libre
100;0;0;0;0;0;0;0;47.9;;VERDADERO;Capital de trabajo;agricultura (produccion agricola);no dependiente;san juan de lurigancho
0;0;0;0;0;0;0;0;28939.54;;FALSO;Construir o remodelar;otros servicios: otros;no dependiente;rimac
100;0;0;0;0;0;6;0;0;;VERDADERO;Capital de trabajo;construccion: construccion de local(es) comercial(es);no dependiente;la molina
4.64;68.25;27.11;0;0;59;41;13;0;;FALSO;Capital de trabajo;comerciante: venta de accesorios y equipos tecnologicos;no dependiente;santiago de surco
100;0;0;0;0;0;0;0;0;;FALSO;Construir o remodelar local comercial para alquiler;otros servicios: arrendamiento;;los olivos
0;0;0;0;100;0;0;0;0;84;VERDADERO;Compra de deuda;otros servicios: taller automotriz;no dependiente;carabayllo
100;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;;dependiente;callao
0;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;otros servicios: otros;no dependiente;chorrillos
24.46;0;75.54;0;0;45;15;14;0;;VERDADERO;Compra de deuda;comerciante: venta de articulos de belleza;no dependiente;trujillo
100;0;0;0;0;0;0;0;18.79;;VERDADERO;Capital de trabajo;otros servicios: otros;no dependiente;trujillo
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;otros servicios: servicios de educacion y capacitacion;no dependiente;bellavista
60.27;21.73;18.01;0;0;45;45;15;0;;FALSO;Capital de trabajo;otros servicios: otros;no dependiente;punta negra
0;100;0;0;0;20;20;0;467.11;;FALSO;Lanzar nuevo negocio;otros servicios: otros;no dependiente;san juan de miraflores
0;0;0;0;0;0;0;0;2139.09;;FALSO;Capital de trabajo;comerciante: venta de ropa cuero y calzado;no dependiente;carabayllo
0;0;0;100;0;36;36;6;533.83;;VERDADERO;Capital de trabajo;otros servicios: servicio de transporte privado/taxi/remisse o mototaxi;no dependiente;santiago de surco
0;100;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;;dependiente;san martin de porres
100;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;otros servicios: otros;no dependiente;carabayllo
100;0;0;0;0;1;1;2;0;;VERDADERO;Compra de deuda;comerciante: bodega;no dependiente;carabayllo
94.07;5.93;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;;dependiente;breña
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;;dependiente;san juan de lurigancho
82.99;17.01;0;0;0;26;0;0;0;;VERDADERO;Construir o remodelar;otros servicios: otros;no dependiente;cercado de lima
100;0;0;0;0;0;0;0;0;17;VERDADERO;Compra de deuda;comerciante: venta de ropa cuero y calzado;no dependiente;santiago de surco
100;0;0;0;0;0;0;0;0;;;Compra de deuda;;dependiente;san juan de lurigancho
0;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;comerciante: venta de ropa cuero y calzado;no dependiente;villa el salvador
0;0;0;0;100;0;0;0;0;;VERDADERO;Capital de trabajo;otros servicios: servicio de transporte de carga;no dependiente;puente piedra
0;0;0;0;100;0;0;0;1733.7;10;VERDADERO;Construir o remodelar;;dependiente;carabayllo
0;37.38;62.62;0;0;10;10;0;0;;VERDADERO;Capital de trabajo;comerciante: otros;no dependiente;huaraz
0;0;0;100;0;0;0;1;150.08;;FALSO;Construir o remodelar local comercial para alquiler;comerciante: venta de ropa cuero y calzado;no dependiente;trujillo
97.97;0;2.03;0;0;56;26;0;0;;VERDADERO;Compra de deuda;otros servicios: otros;no dependiente;cercado de lima
100;0;0;0;0;0;0;0;0;2;VERDADERO;Capital de trabajo;otros servicios: otros;no dependiente;santiago de surco
0;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;comerciante: venta de ropa cuero y calzado;no dependiente;comas
0;0;0;0;0;0;0;0;14.28;;FALSO;Capital de trabajo;comerciante: venta de madera/metal/plastico;no dependiente;trujillo
98.27;0;0;0;1.73;0;0;0;3324.67;;VERDADERO;Construir o remodelar;otros servicios: salud y estetica;no dependiente;carabayllo
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;comerciante: otros;no dependiente;san martin de porres
0;0;100;0;0;0;0;0;412;;VERDADERO;Compra de deuda;comerciante: otros;no dependiente;la esperanza
1.99;98.01;0;0;0;10;10;11;126.64;;VERDADERO;Compra de deuda;;dependiente;santiago de surco
97.83;2.17;0;0;0;0;0;0;0;;FALSO;Compra de deuda;;dependiente;san luis
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de vehículo;;dependiente;san juan de miraflores
100;0;0;0;0;0;0;0;0;;FALSO;Construir o remodelar;otros servicios: otros;no dependiente;cercado de lima
0;97.15;2.85;0;0;5;5;0;0;;VERDADERO;Construir o remodelar;construccion: construccion de vivienda;no dependiente;carabayllo
29.78;0;70.22;0;0;15;15;0;0;;VERDADERO;Capital de trabajo;otros servicios: restaurante/fuente de soda;no dependiente;puente piedra
0;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;comerciante: bodega;no dependiente;san juan de lurigancho
100;0;0;0;0;0;0;6;25.9;;VERDADERO;Compra de deuda;otros servicios: servicio de catering;no dependiente;barranco
0;0;0;0;100;0;0;0;2327.91;;FALSO;Capital de trabajo;comerciante: otros;no dependiente;san juan de miraflores
100;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;manufactura: textil cuero y calzado;no dependiente;san borja
0;0;0;0;0;0;0;0;0;2;VERDADERO;Capital de trabajo;otros servicios: otros;no dependiente;comas
8.98;0;32.67;22.57;35.79;20;20;25;800.18;;;Construir o remodelar;otros servicios: restaurante/fuente de soda;no dependiente;castilla
0;84.67;10.19;5.15;0;36;36;6;127.51;;VERDADERO;Construir o remodelar;otros servicios: restaurante/fuente de soda;no dependiente;salaverry
7.36;0;11.88;80.76;0;69;69;39;0;;VERDADERO;Capital de trabajo;otros servicios: salon de belleza;no dependiente;san borja
0;0;39.95;60.05;0;101;101;71;137.42;;VERDADERO;Compra de deuda;otros servicios: otros;no dependiente;ate
100;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;otros servicios: taller automotriz;no dependiente;cercado de lima
100;0;0;0;0;0;0;0;0;;FALSO;Otros motivos personales;;dependiente;surquillo
49.79;50.21;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;otros servicios: servicios de educacion y capacitacion;no dependiente;surquillo
100;0;0;0;0;0;0;0;0;;FALSO;Construir o remodelar;;dependiente;san juan de lurigancho
0;0;0;0;0;0;0;0;1420.75;;VERDADERO;Capital de trabajo;comerciante: venta de ropa cuero y calzado;no dependiente;san miguel
100;0;0;0;0;0;0;0;156.65;;VERDADERO;Compra de deuda;;dependiente;independencia
0;0;0;0;0;0;0;0;0;;FALSO;Lanzar nuevo negocio;otros servicios: telecomunicaciones;no dependiente;san miguel
69.15;30.85;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;;dependiente;trujillo
5.08;94.92;0;0;0;0;0;26;0;;VERDADERO;Capital de trabajo;otros servicios: otros;no dependiente;callao
100;0;0;0;0;3;3;0;0;;FALSO;Compra de deuda;comerciante: venta de alimentos mayorista;no dependiente;san martin de porres
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;otros servicios: otros;no dependiente;miraflores
0;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;comerciante: otros;no dependiente;jesus maria
100;0;0;0;0;0;0;0;16.16;13;FALSO;Capital de trabajo;otros servicios: arrendamiento;;chorrillos
100;0;0;0;0;0;0;0;639.13;;VERDADERO;Otros motivos personales;comerciante: venta de ropa cuero y calzado;no dependiente;trujillo
0;0;0;0;100;0;0;0;0;;VERDADERO;Capital de trabajo;;dependiente;trujillo
100;0;0;0;0;0;0;0;0;;FALSO;Construir o remodelar;construccion: construccion de vivienda;no dependiente;cerro colorado
100;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;construccion: otros;no dependiente;san borja
100;0;0;0;0;0;0;8;402.02;;VERDADERO;Lanzar nuevo negocio;;dependiente;cercado de lima
0;0;0;0;0;0;0;0;2152.78;;VERDADERO;Construir o remodelar;otros servicios: salon de belleza;no dependiente;ventanilla
100;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;comerciante: otros;no dependiente;ate
100;0;0;0;0;1;1;0;0;;VERDADERO;Compra de deuda;;dependiente;san martin de porres
0;0;0;10.86;89.14;0;0;0;57.09;;VERDADERO;Compra de deuda;otros servicios: servicio de catering;no dependiente;san luis
0;0;0;0;100;0;0;0;123.7;;FALSO;Capital de trabajo;otros servicios: otros;no dependiente;trujillo
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;otros servicios: otros;no dependiente;los olivos
33.74;66.26;0;0;0;20;20;15;0;;VERDADERO;Compra de deuda;otros servicios: otros;no dependiente;san luis
100;0;0;0;0;0;0;0;0;;VERDADERO;Construir o remodelar;otros servicios: consultoria empresarial;no dependiente;los olivos
100;0;0;0;0;0;0;0;0;;FALSO;Construir o remodelar;otros servicios: arrendamiento;;san borja
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;;dependiente;los olivos
100;0;0;0;0;0;0;0;941.3;;FALSO;Expansión del Negocio;otros servicios: otros;no dependiente;los olivos
100;0;0;0;0;0;0;0;0;;VERDADERO;Compra de deuda;;dependiente;san juan de miraflores
100;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;;dependiente;ate
41.19;58.81;0;0;0;0;0;0;0;;FALSO;Compra de deuda;;dependiente;surquillo
100;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;comerciante: otros;no dependiente;trujillo
100;0;0;0;0;0;0;0;0;;FALSO;Capital de trabajo;comerciante: venta de articulos de ferreteria;no dependiente;la victoria
0;0;0;0;0;0;0;148;0;;VERDADERO;Construir o remodelar;comerciante: venta de frutas y verduras;no dependiente;san luis
100;0;0;0;0;0;0;0;0;;FALSO;Construir o remodelar;;dependiente;los olivos
0;0;0;0;100;0;0;152;2511.83;;VERDADERO;Capital de trabajo;comerciante: bodega;no dependiente;rimac
100;0;0;0;0;0;0;0;0;;VERDADERO;Capital de trabajo;otros servicios: concesionario de alimentos;no dependiente;jesus maria
100;0;0;0;0;0;0;0;0;;VERDADERO;Lanzar nuevo negocio;;dependiente;surquillo
